2021-04-29,3,51.0,39.0,6.0,1.0,0.45999999999999985,65.0,33.0,31.0,48.0,33.0,46.0,1.2000000000000002,4.0,2.0
2021-04-29,0,35.0,20.0,7.0,1.0,0.35000000000000003,40.0,43.0,19.0,7.0,37.0,40.0,1.4000000000000004,3.0,4.0
2021-04-30,1,43.0,7.0,50.0,1.0,0.44999999999999996,59.0,27.0,42.0,68.0,42.0,34.0,2.200000000000001,3.0,15.0
2021-04-30,2,45.0,74.0,25.0,2.0,0.5200000000000002,52.0,44.0,42.0,58.0,50.0,42.0,1.4000000000000004,4.0,44.0
2021-04-30,3,75.0,45.0,47.0,1.0,0.4800000000000003,90.0,32.0,40.0,31.0,30.0,62.0,1.5000000000000004,6.0,13.0
2021-05-22,2,37.0,43.0,28.0,2.0,0.42000000000000004,22.0,30.0,25.0,45.0,28.0,32.0,1.3000000000000003,3.0,4.0
2021-05-22,3,59.0,70.0,29.0,3.0,0.4600000000000001,61.0,37.0,49.0,63.0,51.0,29.0,1.6000000000000005,5.0,12.0
2021-06-20,0,67.0,59.0,47.0,2.0,0.5700000000000003,38.0,32.0,70.0,91.0,74.0,14.0,2.5000000000000013,5.0,31.0
2021-06-21,1,15.0,60.0,34.0,3.0,0.6099999999999999,46.0,26.0,16.0,24.0,43.0,59.0,1.8000000000000007,3.0,16.0
2021-06-21,2,18.0,46.0,7.0,2.0,0.29999999999999993,39.0,0.0,20.0,55.0,21.0,72.0,2.000000000000001,7.0,15.0
2021-06-21,3,56.0,34.0,75.0,2.0,0.42000000000000004,85.0,39.0,45.0,47.0,80.0,35.0,1.6000000000000005,4.0,0.0
2021-06-21,0,56.0,53.0,46.0,3.0,0.5400000000000001,41.0,38.0,44.0,40.0,18.0,57.0,1.2000000000000002,7.0,30.0
2021-06-22,1,54.0,40.0,70.0,1.0,0.59,49.0,49.0,61.0,72.0,47.0,37.0,1.3000000000000003,5.0,58.0
2021-06-22,2,56.0,51.0,44.0,1.0,0.43000000000000016,29.0,42.0,89.0,76.0,23.0,13.0,1.5000000000000004,7.0,55.0
2021-06-22,3,39.0,37.0,30.0,3.0,0.4700000000000003,61.0,64.0,32.0,47.0,37.0,17.0,1.2000000000000002,4.0,48.0
2021-06-22,0,25.0,36.0,77.0,1.0,0.4000000000000001,43.0,38.0,18.0,25.0,54.0,16.0,1.7000000000000006,4.0,59.0
2021-06-23,1,33.0,36.0,74.0,2.0,0.6200000000000004,34.0,43.0,51.0,10.0,55.0,67.0,2.200000000000001,3.0,83.0
2021-06-23,2,61.0,59.0,25.0,2.0,0.5100000000000002,45.0,40.0,30.0,85.0,46.0,43.0,2.100000000000001,3.0,45.0
2021-06-23,3,31.0,58.0,45.0,2.0,0.40000000000000024,46.0,44.0,50.0,33.0,20.0,55.0,1.9000000000000008,4.0,12.0
2021-06-23,0,53.0,52.0,44.0,2.0,0.38000000000000017,70.0,40.0,26.0,48.0,41.0,19.0,1.4000000000000004,3.0,28.0
2021-06-24,1,59.0,37.0,60.0,2.0,0.6200000000000004,36.0,55.0,48.0,51.0,47.0,54.0,2.300000000000001,6.0,42.0
2021-06-24,2,29.0,66.0,48.0,1.0,0.6199999999999999,66.0,66.0,73.0,39.0,39.0,68.0,2.4000000000000012,7.0,34.0
